,Date,User,Content,Likes,Retweets,Negative,Neutral,Positive,Method,Sentiment
61,2022-11-07 06:21:43+00:00,sfexaminer,"Pass or fail, the fight over Prop. 30 exemplifies an age-old question when it comes to climate action: Who should foot the bill?
https://t.co/QE4VdGWSBU",0,0,0.2012605369091034,0.7623550891876221,0.03638439252972603,RoBERTa,Neutral
62,2022-11-07 06:06:29+00:00,josefow,"@agtmadcat @eean @SSFyimby I think we will definitely see the state spend money on e-bikes out of Prop 30 if it passes. CARB decides, but has to be guided in its decision making by the purposes of the measure to efficiently reduce air pollution &amp; GHGs, which is a 🎯 for e-bikes.",1,1,0.017032280564308167,0.663989245891571,0.318978488445282,RoBERTa,Neutral
63,2022-11-07 06:01:21+00:00,josefow,@agtmadcat @eean @SSFyimby E-bikes (and bike lanes) are eligible for funding from Prop 30. They are AMAZING!,0,0,0.0030602202750742435,0.009458266198635101,0.9874815344810486,RoBERTa,Positive
64,2022-11-07 05:54:20+00:00,josefow,"@agtmadcat @eean @SSFyimby As you say, the key to getting more used EVs on the road is to get more new EVs on the road. Which is a key part of Prop 30. But Prop 30 is much than about new cars. It invests tens of billions to replace dirty diesel vehicles (trucks, school buses, etc) and in charging infra.",1,0,0.06565386801958084,0.6557804346084595,0.2785657048225403,RoBERTa,Neutral
65,2022-11-07 05:14:17+00:00,woodyhastings,"Regardless of anyone's position on Prop 30, this is blatant and atrocious factually incorrect deception. No Prop 30 money is funneled to Lyft. Don't let the opposition's willingness to flat out lie fool you into voting no on 30.

Vote YES on Prop 30! https://t.co/zD1Qmv1nAk",7,5,0.0,0.0,1.0,RoBERTa,Positive
66,2022-11-07 04:42:38+00:00,youlooklikeamom,I notice Prop 30 doesn’t mention anything about arson or arsonists and how they should have mandatory life in prison,21,0,0.8287806510925293,0.16450683772563934,0.0067124636843800545,RoBERTa,Negative
67,2022-11-07 04:26:38+00:00,Tetraodonsauria,"@jwalshie Are you thinking on an individual scale, like I don't understand Prop 30 so I skip  but still vote for City Council which I do grok? Or mass scale, like ""Know Before You Vote"" sort of cultural encouragement?",0,0,0.2696916162967682,0.6990736126899719,0.031234778463840485,RoBERTa,Neutral
68,2022-11-07 04:09:02+00:00,sharknoises,prop 30 is downright sexy and you love to see it 💃💃💃🔥🔥🔥 https://t.co/ya3TVze0oQ,4,0,0.004655108321458101,0.01874462701380253,0.9766002893447876,RoBERTa,Positive
69,2022-11-07 03:55:01+00:00,Militis805,"@VCFD California Fire Fighters Support Prop 30? Are you freaking kidding me here? SHAME ON YOU! You all should resign! What a load of CRAP! The next time a 9/11 remembrance happens that I have attended at my local fire station opposite Target on Mills, I am calling you all OUT!",0,0,0.9520120024681091,0.04200131073594093,0.0059866649098694324,RoBERTa,Negative
70,2022-11-07 03:40:02+00:00,brokengayman,Particularly Prop 30,0,0,0.1703593134880066,0.764479398727417,0.06516126543283463,RoBERTa,Neutral
71,2022-11-07 03:27:18+00:00,AutoSpies,Will Californians Vote To Make BILLIONAIRES Pay The EV Rebates On Tuesday? Would YOU Vote For Prop 30?  https://t.co/CJXr5xnWAh https://t.co/amA44a5pIW,0,0,0.046346500515937805,0.909759521484375,0.04389389976859093,RoBERTa,Neutral
72,2022-11-07 02:43:53+00:00,jacksonlatelysf,but y’all won’t vote YES on prop 30 so you can stick it to lyft? give me a break. https://t.co/qA7tw8SDxU,1,0,0.0,0.0,1.0,RoBERTa,Positive
73,2022-11-07 02:35:13+00:00,MoveLATransit,Low- &amp; middle-income Californians can't afford ZEVs &amp; we don't have enough charging infrastructure. But Prop 30 would provide financial assistance to those who can't afford ZEVs &amp; fund more infrastructure: It could move 10-15 million California drivers to ZEVs! VOTE #YESOn30! https://t.co/EudS3mZYt9,9,5,0.0,0.0,1.0,RoBERTa,Positive
74,2022-11-07 02:03:26+00:00,alw338338,"Saw Gavin Newsom commercial endorsing a yes for California Prop 30. I assumed it must be a tax hike so I looked it up. Of course it’s a tax hike, and no, I don’t believe he will be spending it as the prop proposes. I will definitely be voting NO on it.",0,0,0.6960518956184387,0.28194278478622437,0.022005295380949974,RoBERTa,Negative
75,2022-11-07 01:53:40+00:00,tedwards2881,Prop 30 LA 11:06:2022.mp4 - Google Drive https://t.co/BHl8PEYax5,6,1,0.01940603367984295,0.8775376677513123,0.10305631905794144,RoBERTa,Neutral
76,2022-11-07 01:51:30+00:00,eean,@drvolts the arguments in favor of prop 30 are seriously worse than the prop itself https://t.co/Hs11225hkl,2,0,0.9490501880645752,0.04650002345442772,0.004449860192835331,RoBERTa,Negative
77,2022-11-07 01:51:08+00:00,adamlashinsky,"I just filled out my ballot. I love to vote, but I feel remorseful when I vote in SF and Calif. Low-bar referenda are a perversion of representative democracy. (Eg: State Prop 30, @Lyft's effort to buy a statute to get taxpayers to fund driver car purchases. I voted NO.)",3,0,0.7547810077667236,0.21709956228733063,0.0281195230782032,RoBERTa,Negative
78,2022-11-07 01:41:22+00:00,b8sman12,"Prop 30 is a weird one. I'm all for fighting climate change, but is more money for car subsidies really the answer?? 🤔",0,0,0.7579766511917114,0.23147331178188324,0.010550010949373245,RoBERTa,Negative
79,2022-11-07 01:38:09+00:00,shawncircus,Fuck prop 30,0,0,0.8710202574729919,0.10862291604280472,0.02035682648420334,RoBERTa,Negative
80,2022-11-07 01:28:05+00:00,H3_Nozzlenose_,curious to see how yall are voting on prop 30,0,0,0.05973474308848381,0.8815581798553467,0.05870696157217026,RoBERTa,Neutral
81,2022-11-07 01:06:20+00:00,vromeNRDC,Prop. 30 helps CA's fight against climate change and polluted air. #YesonProp30 https://t.co/M7mf5jRugQ,7,1,0.0,0.0,1.0,RoBERTa,Positive
82,2022-11-07 00:57:57+00:00,SoullyGoodVibes,CA tweeps: I don't understand how prop 30 is supposed to prevent wild fires 🤔 How is that possible? Anyone get it?,0,0,0.8683286905288696,0.12618589401245117,0.005485412199050188,RoBERTa,Negative
83,2022-11-07 00:50:32+00:00,judysackett1,@GavinNewsom I’m so glad you are our guv but don’t understand your stance on prop 30. We need infrastructure for electric cars. Can you explain besides the Lyft thing ?,0,0,0.43633177876472473,0.4469543397426605,0.11671382933855057,RoBERTa,Neutral
84,2022-11-07 00:47:40+00:00,ymhackrn02,"Cal Fire could hire 1,000 firefighters with Prop. 30 money | The Sacramento Bee
🔥Good reasons to vote ""Yes"" for Prop 30, here in California🔥 https://t.co/CZMgaR6TUN",0,0,0.0050654481165111065,0.1795666366815567,0.8153679370880127,RoBERTa,Positive
85,2022-11-07 00:47:14+00:00,preciousjrenae,i need somebody to explain these Props to me like im 5  cause like is prop 30 good or bad  I NEED TO UNDERSTAND,9,0,0.4769766330718994,0.4808923304080963,0.04213106259703636,RoBERTa,Neutral
86,2022-11-07 00:45:22+00:00,LimousineLit,"@VoteNoProp30 @lyft Were you responsible for the new No  on Prop 30 campaign TV commercial where they call the Jewish CEO of Lyft a ""grifter""?

The anti-semetism has GOT to stop.",0,0,1.0,0.0,0.0,RoBERTa,Negative
87,2022-11-07 00:42:46+00:00,sfchronicle,"“There’s no question that the governor is a huge reason why more voters are opposing Lyft’s Prop. 30 every day,” spokesperson Dan Newman said in an email. 

“It’s because Gov. Newsom has earned tremendous respect and credibility as a climate leader.” https://t.co/6X834CfRpA",6,2,0.14088518917560577,0.7517306208610535,0.10738423466682434,RoBERTa,Neutral
88,2022-11-06 23:29:32+00:00,DirectorRB3,"Should’ve said this sooner, but Californians friends please vote NO on Prop 30. I hate how Lyft keeps tricking the voters. They’re cloaking corporate welfare under guise of climate change &amp; “taxing the rich.” We don’t need taxpayer money buying electric cars for Lyft",7,2,1.0,0.0,0.0,RoBERTa,Negative
89,2022-11-06 22:40:30+00:00,DanielTuttel,"@davidnett @analydiamonaco Interesting, I used a different progressive guide and it suggested “No” on Prop 30.  Not saying either is wrong or right.",1,0,1.0,0.0,0.0,RoBERTa,Negative
90,2022-11-06 21:44:53+00:00,Luis__Aleman,*Prop 30,1,1,0.06058455631136894,0.8383376002311707,0.1010778397321701,RoBERTa,Neutral
91,2022-11-06 21:24:50+00:00,hoodoo_operator,"@latimes Slight correction, you use the word ""wealth tax"" to refer to prop 30. Prop 30 is a tax on income above 2 mil, not a tax on wealth. The description is clear but the section title is wrong.",3,1,0.6092572808265686,0.3789134621620178,0.011829356662929058,RoBERTa,Negative
92,2022-11-06 21:17:54+00:00,tboggia,"It doesn't provide subsidies for people to buy 0 emission mobility devices, just cars (and allegedly e-bikes).

This person shouldn't be priced out of an accessible mobility vehicle, but with Prop 30 she can get a subsidy to go in debt for an electric car. https://t.co/HPFdU19t0a",0,0,0.7265228033065796,0.25623393058776855,0.0172432754188776,RoBERTa,Negative
93,2022-11-06 21:17:54+00:00,tboggia,"Prop 30 claims to be about reducing emissions, it's not, it's about propping up a car industry threatened by emissions reductions. At a time when Americans are burdened by car payments, it's pushing them to buy even more vehicles they can't afford.",0,0,0.8265014886856079,0.16068309545516968,0.012815486639738083,RoBERTa,Negative
94,2022-11-06 21:17:54+00:00,tboggia,"The more I think about Prop 30, the more I'm leaning against. 🧵",0,0,0.7800630331039429,0.2090628445148468,0.010874195024371147,RoBERTa,Negative
95,2022-11-06 20:24:37+00:00,sfchronicle,"Just a few months ago, polling suggested that a solid majority of voters supported Prop. 30, a ballot measure to raise taxes on rich people to pay for electric car rebates and charging stations.

Then came all those TV ads starring Gov. Gavin Newsom. https://t.co/q1s7HV7zv8",2,2,0.015666289255023003,0.5695475935935974,0.41478613018989563,RoBERTa,Neutral
